exposure	outcome	sequence_id	protein	gene	nsnp	method	b	se	pval	lower_ci	upper_ci
ieu-b-4957	12540_25_RHOG_RHOG	12540_25	RHOG	RHOG	2	Inverse variance weighted	0.00027348202049967	0.0260199896253677	0.991614021854905	-0.0507256976452211	0.0512726616862204
ieu-b-4957	12543_76_ZNF560_ZN560	12543_76	ZN560	ZNF560	2	Inverse variance weighted	-0.0208952732437796	0.019379898329173	0.280947577053296	-0.0588798739689588	0.0170893274813995
ieu-b-4957	12546_1_SMTN_SMTN	12546_1	SMTN	SMTN	2	Inverse variance weighted	-0.0249345088375702	0.0199227882346121	0.210731262572551	-0.0639831737774098	0.0141141561022695
ieu-b-4957	12548_75_RRAGC_RRAGC	12548_75	RRAGC	RRAGC	2	Inverse variance weighted	-0.000221933577305491	0.0192860412959136	0.990818568514786	-0.038022574517296	0.0375787073626851
ieu-b-4957	12549_33_HPGDS_PTGD2	12549_33	PTGD2	HPGDS	2	Inverse variance weighted	-0.0105376747569978	0.0194438905522999	0.587850886243836	-0.0486477002395057	0.02757235072551
ieu-b-4957	12551_3_ITCH_ITCH	12551_3	ITCH	ITCH	2	Inverse variance weighted	0.0344924339162598	0.0196766998511219	0.0796091686890771	-0.00407389779193899	0.0730587656244587
ieu-b-4957	12553_5_VRK1_VRK1	12553_5	VRK1	VRK1	2	Inverse variance weighted	-0.00947442444425285	0.0197209978252752	0.630926516666503	-0.0481275801817923	0.0291787312932866
ieu-b-4957	12554_10_RAD51L3_RA51D	12554_10	RA51D	RAD51L3	2	Inverse variance weighted	0.000804733977865106	0.0200015878119287	0.967906966333676	-0.0383983781335151	0.0400078460892453
ieu-b-4957	12556_7_UBE2C_UBE2C	12556_7	UBE2C	UBE2C	2	Inverse variance weighted	-0.00232920299553947	0.0196864945724118	0.90581825812702	-0.0409147323574665	0.0362563263663876
ieu-b-4957	12557_18_NOVA1_NOVA1	12557_18	NOVA1	NOVA1	2	Inverse variance weighted	0.0241630054112147	0.026663255624005	0.364814856312648	-0.028096975611835	0.0764229864342644
ieu-b-4957	12558_3_UBASH3B_UBS3B	12558_3	UBS3B	UBASH3B	2	Inverse variance weighted	-0.0145727516659086	0.0227470491516903	0.521754259488795	-0.0591569680032215	0.0300114646714043
ieu-b-4957	12560_9_NT5C_NT5C	12560_9	NT5C	NT5C	2	Inverse variance weighted	-0.00964987450078433	0.0203346630335489	0.63510564259507	-0.0495058140465401	0.0302060650449714
ieu-b-4957	12562_1_PKN1_PKN1	12562_1	PKN1	PKN1	2	Inverse variance weighted	-0.0046576319090562	0.0326438915543421	0.886542877405998	-0.0686396593555667	0.0593243955374543
ieu-b-4957	12563_2_TNFAIP8_TFIP8	12563_2	TFIP8	TNFAIP8	2	Inverse variance weighted	-0.00476540546976891	0.0221474624530799	0.82963703347245	-0.0481744318778055	0.0386436209382677
ieu-b-4957	12564_9_NIP7_NIP7	12564_9	NIP7	NIP7	2	Inverse variance weighted	-0.0084007711778604	0.0191501165095152	0.660893493951715	-0.0459349995365101	0.0291334571807894
ieu-b-4957	12568_14_KEAP1_KEAP1	12568_14	KEAP1	KEAP1	2	Inverse variance weighted	-0.0046958209974768	0.0198027213633042	0.812555873520703	-0.0435091548695531	0.0341175128745995
ieu-b-4957	12569_25_CCT5_TCP_1_epsilon	12569_25	TCP_1_epsilon	CCT5	2	Inverse variance weighted	-0.0129612966060488	0.0202852990137408	0.522855305452278	-0.0527204826729808	0.0267978894608832
ieu-b-4957	12571_14_ARL3_ARL3	12571_14	ARL3	ARL3	2	Inverse variance weighted	-0.0135622854448228	0.0211574303906535	0.521511242214263	-0.0550308490105036	0.0279062781208581
ieu-b-4957	12572_236_EFS_EFS	12572_236	EFS	EFS	2	Inverse variance weighted	0.00521300646833327	0.0204875414467246	0.799149754161827	-0.034942574767247	0.0453685877039135
ieu-b-4957	12573_80_TRIM3_TRIM3	12573_80	TRIM3	TRIM3	2	Inverse variance weighted	-0.0213401962258005	0.0203451344654261	0.294219967179385	-0.0612166597780356	0.0185362673264346
ieu-b-4957	12574_36_EDN2_Endothelin_2	12574_36	Endothelin_2	EDN2	2	Inverse variance weighted	0.0354250338501082	0.0295095756243352	0.229961150337404	-0.0224137343735887	0.0932638020738051
ieu-b-4957	12575_30_MTHFD1_C1TC	12575_30	C1TC	MTHFD1	2	Inverse variance weighted	-0.0207944553008291	0.024824835365968	0.402228842407678	-0.0694511326181264	0.0278622220164681
ieu-b-4957	12576_21_MAGEA3_MAGE_3	12576_21	MAGE_3	MAGEA3	2	Inverse variance weighted	-0.0111120689745147	0.0199376937304437	0.577295331009456	-0.0501899486861843	0.0279658107371549
ieu-b-4957	12577_100_FEN1_FLAP_endonuclease_1	12577_100	FLAP_endonuclease_1	FEN1	2	Inverse variance weighted	-0.0135051468972212	0.019510031580134	0.488801985858188	-0.0517448087942838	0.0247345149998414
ieu-b-4957	12578_13_ARF3_ARF3	12578_13	ARF3	ARF3	2	Inverse variance weighted	-0.0287767224284644	0.0196384561865631	0.142832246434569	-0.067268096554128	0.00971465169719928
ieu-b-4957	12580_7_PSMB5_PSB5	12580_7	PSB5	PSMB5	2	Inverse variance weighted	-0.0110465498779873	0.01973302033522	0.57561568754195	-0.0497232697350186	0.0276301699790439
ieu-b-4957	12581_39_IMPA2_IMPA2	12581_39	IMPA2	IMPA2	2	Inverse variance weighted	-0.00561958328427986	0.0200195947130316	0.77893732670887	-0.0448579889218219	0.0336188223532622
ieu-b-4957	12583_77_ARAF_ARAF	12583_77	ARAF	ARAF	2	Inverse variance weighted	-0.0202969998968802	0.0196048373166197	0.300526166921712	-0.0587224810374548	0.0181284812436944
ieu-b-4957	12585_39_ERCC1_ERCC1	12585_39	ERCC1	ERCC1	2	Inverse variance weighted	-0.0051119092618853	0.0195816589910555	0.794049334402156	-0.0434919608843541	0.0332681423605835
ieu-b-4957	12587_65_ARL2_ARL2	12587_65	ARL2	ARL2	2	Inverse variance weighted	-0.00050708250705487	0.0209707029083948	0.980708616148717	-0.0416096602075088	0.040595495193399
ieu-b-4957	12591_27_OPHN1_Oligophrenin_1	12591_27	Oligophrenin_1	OPHN1	2	Inverse variance weighted	-0.0200187301355364	0.0214359327694781	0.350362397410311	-0.0620331583637134	0.0219956980926407
ieu-b-4957	12593_33_PDRG1_PDRG1	12593_33	PDRG1	PDRG1	2	Inverse variance weighted	-0.0277534980414658	0.0198579278439475	0.162232339482088	-0.0666750366156028	0.0111680405326712
ieu-b-4957	12594_5_GCA_GRAN	12594_5	GRAN	GCA	2	Inverse variance weighted	0.00255479633376748	0.0200318470051074	0.898515601389988	-0.036707623796243	0.041817216463778
ieu-b-4957	12595_11_TMOD1_TMOD1	12595_11	TMOD1	TMOD1	2	Inverse variance weighted	-0.0233541804738735	0.0195024735886476	0.231112359698419	-0.0615790287076229	0.0148706677598759
ieu-b-4957	12597_68_ATG5_Autophagy_protein_5	12597_68	Autophagy_protein_5	ATG5	2	Inverse variance weighted	-0.00674225608188966	0.0248302984667745	0.785980792607012	-0.0554096410767678	0.0419251289129884
ieu-b-4957	12599_10_FERMT3_URP2	12599_10	URP2	FERMT3	2	Inverse variance weighted	-0.0096924261797337	0.0200913728878009	0.629509522717564	-0.0490715170398234	0.029686664680356
ieu-b-4957	12603_87_PABPC4_PABP4	12603_87	PABP4	PABPC4	2	Inverse variance weighted	-0.0143952564948192	0.0321394277841411	0.654225215910265	-0.0773885349517357	0.0485980219620973
ieu-b-4957	12604_16_SCMH1_SCMH1	12604_16	SCMH1	SCMH1	2	Inverse variance weighted	-0.00232014424460325	0.0296342086333448	0.937595169482727	-0.0604031931659591	0.0557629046767526
ieu-b-4957	12605_1_EXOSC3_Exosome_component_3	12605_1	Exosome_component_3	EXOSC3	2	Inverse variance weighted	0.000267678768098741	0.0194567864989239	0.989023366259097	-0.037867622769792	0.0384029803059895
ieu-b-4957	12612_37_PSMB1_PSB1	12612_37	PSB1	PSMB1	2	Inverse variance weighted	0.00506312166661644	0.0195630683458537	0.795781686098616	-0.0332804922912567	0.0434067356244896
ieu-b-4957	12616_45_NRBP1_NRBP	12616_45	NRBP	NRBP1	2	Inverse variance weighted	-0.0104603318601022	0.0188358420206863	0.578660840374971	-0.0473785822206474	0.0264579185004429
ieu-b-4957	12617_2_STK24_STK24	12617_2	STK24	STK24	2	Inverse variance weighted	-0.00718255900471934	0.0369219698477076	0.845758189071132	-0.0795496199062262	0.0651845018967875
ieu-b-4957	12618_50_AKR1C1_Aldo_keto_reductase_1C1	12618_50	Aldo_keto_reductase_1C1	AKR1C1	2	Inverse variance weighted	0.00021552368885632	0.0196888347926563	0.991266136801224	-0.03837459250475	0.0388056398824627
ieu-b-4957	12619_14_PPM1A_Protein_phophatase_2Ca	12619_14	Protein_phophatase_2Ca	PPM1A	2	Inverse variance weighted	-0.00650080972603846	0.0194380839038469	0.738050007166333	-0.0445994541775784	0.0315978347255015
ieu-b-4957	12620_3_SEPT11_Septin_11	12620_3	Septin_11	SEPT11	2	Inverse variance weighted	-0.00739963400021258	0.0197294296245143	0.707619081564757	-0.0460693160642606	0.0312700480638355
ieu-b-4957	12621_55_PPP2R1A_PP2AAA	12621_55	PP2AAA	PPP2R1A	2	Inverse variance weighted	-0.00176123081685123	0.0200796940597137	0.930105554393861	-0.04111743117389	0.0375949695401876
ieu-b-4957	12622_96_ASH1L_ASH1L	12622_96	ASH1L	ASH1L	2	Inverse variance weighted	-0.00552114543395031	0.0195256324344588	0.777357771834222	-0.0437913850054895	0.0327490941375889
ieu-b-4957	12623_84_JARID2_JARD2	12623_84	JARD2	JARID2	2	Inverse variance weighted	-0.0121080827349211	0.0198610998699997	0.542101582346715	-0.0510358384801205	0.0268196730102784
ieu-b-4957	12625_138_KLHL7_KLHL7	12625_138	KLHL7	KLHL7	2	Inverse variance weighted	-0.0199828828139215	0.0196774952649657	0.309858191609505	-0.0585507735332543	0.0185850079054112
ieu-b-4957	12626_6_SENP7_SENP7	12626_6	SENP7	SENP7	2	Inverse variance weighted	0.00183944656885353	0.0199074854061331	0.926380442273504	-0.0371792248271673	0.0408581179648743
ieu-b-4957	12627_97_ATG7_ATG7	12627_97	ATG7	ATG7	2	Inverse variance weighted	-0.0102707474408107	0.019316057179845	0.594919453064304	-0.0481302195133069	0.0275887246316854
ieu-b-4957	12628_31_LANCL2_LANC2	12628_31	LANC2	LANCL2	2	Inverse variance weighted	-0.00952553971778182	0.0263984350149475	0.71822108571527	-0.0612664723470789	0.0422153929115152
ieu-b-4957	12630_8_ARFIP2_ARFP2	12630_8	ARFP2	ARFIP2	2	Inverse variance weighted	0.00364373485804871	0.0202558115356541	0.857242145975631	-0.0360576557518333	0.0433451254679307
ieu-b-4957	12632_14_NAT1_ARY1	12632_14	ARY1	NAT1	2	Inverse variance weighted	-0.0133089518249465	0.0197013011628643	0.499334847542318	-0.0519235021041604	0.0253055984542675
ieu-b-4957	12633_3_PTPN9_PTN9	12633_3	PTN9	PTPN9	2	Inverse variance weighted	0.0197067232690677	0.0197095266188265	0.317379345316576	-0.0189239489038323	0.0583373954419677
ieu-b-4957	12634_79_BCAR3_BCAR3	12634_79	BCAR3	BCAR3	2	Inverse variance weighted	-0.0128609796709351	0.0198927120038647	0.517944487548198	-0.05185069519851	0.0261287358566398
ieu-b-4957	12635_9_TRDMT1_TRDMT	12635_9	TRDMT	TRDMT1	2	Inverse variance weighted	-0.0245795958612442	0.020145797746451	0.222432461980364	-0.0640653594442881	0.0149061677217996
ieu-b-4957	12636_113_SMYD2_SMYD2	12636_113	SMYD2	SMYD2	2	Inverse variance weighted	-0.00146121595331177	0.0194220201087742	0.940027726204614	-0.0395283753665092	0.0366059434598857
ieu-b-4957	12637_7_CRAT_CACP	12637_7	CACP	CRAT	2	Inverse variance weighted	-0.00858630415169102	0.0508799054939702	0.865988339642099	-0.108310918919873	0.0911383106164906
ieu-b-4957	12641_3_INPP5B_I5P2	12641_3	I5P2	INPP5B	2	Inverse variance weighted	-0.0117843315037341	0.0341044218527762	0.729690877918391	-0.0786289983351755	0.0550603353277072
ieu-b-4957	12643_4_ARRB1_ARRB1	12643_4	ARRB1	ARRB1	2	Inverse variance weighted	-0.0153307676577978	0.0329567833433382	0.641804055144076	-0.0799260630107407	0.0492645276951452
ieu-b-4957	12644_63_ADSS_PURA2	12644_63	PURA2	ADSS	2	Inverse variance weighted	-0.0197653230328867	0.0198103111950738	0.318410761022807	-0.0585935329752314	0.0190628869094581
ieu-b-4957	12646_2_RPE_RPE	12646_2	RPE	RPE	2	Inverse variance weighted	-0.00977318578637838	0.0222527919983674	0.660524454148782	-0.0533886581031784	0.0338422865304216
ieu-b-4957	12647_52_SETD2_SETD2	12647_52	SETD2	SETD2	2	Inverse variance weighted	0.0111030196737746	0.0196254807311151	0.571567067848788	-0.027362922559211	0.0495689619067603
ieu-b-4957	12650_43_GNAI3_GNAI3	12650_43	GNAI3	GNAI3	2	Inverse variance weighted	-0.00826738801681291	0.0196916919764604	0.674601300730785	-0.0468631042906754	0.0303283282570495
ieu-b-4957	12651_21_PDK2_PDK2	12651_21	PDK2	PDK2	2	Inverse variance weighted	-0.00708160544365515	0.0194922586637303	0.716378192571777	-0.0452864324245665	0.0311232215372562
ieu-b-4957	12652_37_AHCYL1_SAHH2	12652_37	SAHH2	AHCYL1	2	Inverse variance weighted	-0.0119816559285632	0.0295725651429872	0.68535902451355	-0.069943883608818	0.0459805717516916
ieu-b-4957	12653_13_CSNK1G2_CSNK1G2	12653_13	CSNK1G2	CSNK1G2	2	Inverse variance weighted	-0.0163483769050732	0.0193854501503294	0.399042604538847	-0.0543438591997189	0.0216471053895725
ieu-b-4957	12655_30_NAPB_SNAB	12655_30	SNAB	NAPB	2	Inverse variance weighted	0.00986535563426521	0.0281245635033671	0.725758171199555	-0.0452587888323343	0.0649895001008647
ieu-b-4957	12656_1_KLC1_KLC1	12656_1	KLC1	KLC1	2	Inverse variance weighted	-0.0110485662241559	0.0205306584529987	0.590473752089636	-0.0512886567920333	0.0291915243437215
ieu-b-4957	12657_2_TSTA3_FCL	12657_2	FCL	TSTA3	2	Inverse variance weighted	-0.00162862821850894	0.0275434897273412	0.952849093926443	-0.0556138680840977	0.0523566116470798
ieu-b-4957	12658_72_PANK3_PANK3	12658_72	PANK3	PANK3	2	Inverse variance weighted	0.00976402492358283	0.0199231790145164	0.624074684772755	-0.0292854059448693	0.048813455792035
ieu-b-4957	12659_13_OLA1_GTPB9	12659_13	GTPB9	OLA1	2	Inverse variance weighted	-0.0128408078002196	0.0300592376158872	0.669245739681204	-0.0717569135273586	0.0460752979269194
ieu-b-4957	12661_44_GABARAPL1_GBRL1	12661_44	GBRL1	GABARAPL1	2	Inverse variance weighted	0.000289860019727036	0.0244735448628823	0.990550227647917	-0.0476782879115222	0.0482580079509763
ieu-b-4957	12662_82_ECH1_ECH1	12662_82	ECH1	ECH1	2	Inverse variance weighted	0.000813564067249701	0.0228227663127639	0.971563799515441	-0.0439190579057676	0.045546186040267
ieu-b-4957	12663_1_TST_THTR	12663_1	THTR	TST	2	Inverse variance weighted	-0.0110507280751519	0.0171002838982583	0.518129973918366	-0.0445672845157383	0.0224658283654344
ieu-b-4957	12664_19_PTPN13_PTN13	12664_19	PTN13	PTPN13	2	Inverse variance weighted	-0.000565473469691177	0.0196091199382514	0.976994376737758	-0.0389993485486639	0.0378684016092815
ieu-b-4957	12665_16_ILF2_ILF2	12665_16	ILF2	ILF2	2	Inverse variance weighted	-0.0180149797405214	0.01953143267745	0.356341694668543	-0.0562965877883235	0.0202666283072806
ieu-b-4957	12667_2_GDA_GUAD	12667_2	GUAD	GDA	2	Inverse variance weighted	0.00793686071446263	0.0204843890646509	0.698416439114391	-0.0322125418522532	0.0480862632811785
ieu-b-4957	12668_7_VPS4B_VPS4B	12668_7	VPS4B	VPS4B	2	Inverse variance weighted	-0.00650831249490225	0.034223477574936	0.849175145575048	-0.0735863285417769	0.0605697035519724
ieu-b-4957	12669_30_HECW1_HECW1	12669_30	HECW1	HECW1	2	Inverse variance weighted	-0.00847546292477603	0.0196585806947614	0.666371665080107	-0.0470062810865085	0.0300553552369564
ieu-b-4957	12670_15_RAD1_RAD1	12670_15	RAD1	RAD1	2	Inverse variance weighted	-0.0150566844400528	0.0227410694958185	0.507912142626313	-0.059629180651857	0.0295158117717513
ieu-b-4957	12671_35_SULT1B1_ST1B1	12671_35	ST1B1	SULT1B1	2	Inverse variance weighted	0.0240835945881858	0.0214381626792872	0.261268389734252	-0.017935204263217	0.0661023934395887
ieu-b-4957	12675_14_DARS_SYDC	12675_14	SYDC	DARS	2	Inverse variance weighted	-0.0238783735169131	0.0203264386803348	0.240096921249843	-0.0637181933303692	0.0159614462965431
ieu-b-4957	12676_1_PACSIN1_PACN1	12676_1	PACN1	PACSIN1	2	Inverse variance weighted	-0.00397910277391827	0.0203971655631975	0.845329409246291	-0.0439575472777853	0.0359993417299488
ieu-b-4957	12677_164_FLII_FLII	12677_164	FLII	FLII	2	Inverse variance weighted	-0.0187818564956123	0.0196156208867958	0.338317531268304	-0.0572284734337319	0.0196647604425074
ieu-b-4957	12678_66_SNRPA_SNRPA	12678_66	SNRPA	SNRPA	2	Inverse variance weighted	0.0149208998460122	0.0253686411890882	0.556422790857065	-0.0348016368846008	0.0646434365766251
ieu-b-4957	12681_63_USP21_UBP21	12681_63	UBP21	USP21	2	Inverse variance weighted	0.00275019170928931	0.0186365594505639	0.882682359732881	-0.033777464813816	0.0392778482323946
ieu-b-4957	12682_5_CCBL2_KAT3	12682_5	KAT3	CCBL2	2	Inverse variance weighted	-0.0309285496728011	0.0202808254259722	0.127255520092044	-0.0706789675077066	0.0088218681621043
ieu-b-4957	12683_156_DPYSL5_DPYL5	12683_156	DPYL5	DPYSL5	2	Inverse variance weighted	-0.016767123085699	0.0195696874154809	0.391560653708389	-0.0551237104200416	0.0215894642486436
ieu-b-4957	12684_5_SCIN_ADSV	12684_5	ADSV	SCIN	2	Inverse variance weighted	-0.0173445034289939	0.020076537235843	0.387632348715069	-0.0566945164112462	0.0220055095532583
ieu-b-4957	12685_57_HOMER2_HOME2	12685_57	HOME2	HOMER2	2	Inverse variance weighted	-0.00447503050440116	0.0383356543631545	0.907071751200941	-0.0796129130561839	0.0706628520473816
ieu-b-4957	12686_15_MPST_THTM	12686_15	THTM	MPST	2	Inverse variance weighted	-0.015787920577448	0.0206222005797684	0.443926933772752	-0.0562074337137941	0.0246315925588981
ieu-b-4957	12687_2_DECR1_DECR	12687_2	DECR	DECR1	2	Inverse variance weighted	0.00699875582596147	0.0486933184271512	0.885712623711828	-0.0884401482912548	0.102437659943178
ieu-b-4957	12688_115_RPS6KA6_KS6A6	12688_115	KS6A6	RPS6KA6	2	Inverse variance weighted	-0.0206247811092775	0.0427801807971924	0.629727339057949	-0.104473935471775	0.0632243732532196
ieu-b-4957	12689_56_ARPC1B_ARC1B	12689_56	ARC1B	ARPC1B	2	Inverse variance weighted	0.00495551165439166	0.0319870020851391	0.876882284149662	-0.0577390124324809	0.0676500357412642
ieu-b-4957	12690_33_SEPT10_SEP10	12690_33	SEP10	SEPT10	2	Inverse variance weighted	-0.00669942454448383	0.0267087825011535	0.80194379109266	-0.0590486382467447	0.0456497891577771
ieu-b-4957	12691_44_SHMT2_GLYM	12691_44	GLYM	SHMT2	2	Inverse variance weighted	-0.000457918511581567	0.0424164590502411	0.991386385812447	-0.0835941782500542	0.0826783412268911
ieu-b-4957	12692_56_DOT1L_DOT1L	12692_56	DOT1L	DOT1L	2	Inverse variance weighted	-0.00393282107348482	0.0190450813602152	0.836399881938068	-0.0412611805395067	0.033395538392537
ieu-b-4957	12693_2_SH3BGRL_SH3L1	12693_2	SH3L1	SH3BGRL	2	Inverse variance weighted	0.00389987916628293	0.022749462925283	0.863887784652154	-0.0406890681672718	0.0484888264998376
ieu-b-4957	12694_28_DIMT1_DIM1	12694_28	DIM1	DIMT1	2	Inverse variance weighted	0.0145111059102985	0.0197298487063536	0.462041143852924	-0.0241593975541546	0.0531816093747516
ieu-b-4957	12695_62_KLHL12_KLH12	12695_62	KLH12	KLHL12	2	Inverse variance weighted	-0.0228547343420766	0.0196267131242995	0.244233269920705	-0.0613230920657037	0.0156136233815504
ieu-b-4957	12696_166_PRMT3_ANM3	12696_166	ANM3	PRMT3	2	Inverse variance weighted	-0.0139702134414947	0.019937226975271	0.483484041376371	-0.0530471783130259	0.0251067514300365
ieu-b-4957	12697_30_PIP4K2A_PI42A	12697_30	PI42A	PIP4K2A	2	Inverse variance weighted	-0.00723523798086591	0.0301823534937194	0.810549276217927	-0.066392650828556	0.0519221748668242
ieu-b-4957	12698_72_KPNA4_IMA4	12698_72	IMA4	KPNA4	2	Inverse variance weighted	-0.00656188771403788	0.0196629854384422	0.738592536682263	-0.0451013391733846	0.0319775637453088
ieu-b-4957	12699_28_CCT8_TCP_1_theta	12699_28	TCP_1_theta	CCT8	2	Inverse variance weighted	-0.0212049941678279	0.0231598616655331	0.359880699911568	-0.0665983230322727	0.0241883346966169
ieu-b-4957	12700_9_ACLY_ACLY	12700_9	ACLY	ACLY	2	Inverse variance weighted	-0.00795084412371789	0.0196450376436892	0.685679429174856	-0.0464551179053487	0.0305534296579129
ieu-b-4957	12701_1_EIF1B_EIF1B	12701_1	EIF1B	EIF1B	2	Inverse variance weighted	-0.00596594134836407	0.0279329861457202	0.830874201653447	-0.0607145941939756	0.0487827114972475
ieu-b-4957	12702_13_PELI2_PELI2	12702_13	PELI2	PELI2	2	Inverse variance weighted	-0.0168008254794338	0.0195599809049184	0.390374311109897	-0.0551383880530739	0.0215367370942063
ieu-b-4957	12703_6_NEK7_NEK7	12703_6	NEK7	NEK7	2	Inverse variance weighted	-0.00498080140572495	0.0213164556539635	0.815249002624227	-0.0467610544874933	0.0367994516760435
ieu-b-4957	12704_26_SH2D3C_SH2D3	12704_26	SH2D3	SH2D3C	2	Inverse variance weighted	0.0116286540869654	0.018765392997254	0.535464437662383	-0.0251515161876524	0.0484088243615833
ieu-b-4957	12705_9_HERC1_HERC1	12705_9	HERC1	HERC1	2	Inverse variance weighted	-0.00779390230617739	0.0193794822330988	0.687556795000043	-0.0457776874830511	0.0301898828706963
ieu-b-4957	12706_2_CDC42BPA_MRCKA	12706_2	MRCKA	CDC42BPA	2	Inverse variance weighted	-0.0154226037449836	0.0197620812038745	0.435147262578242	-0.0541562829045775	0.0233110754146104
ieu-b-4957	12707_26_DPYSL3_DPYL3	12707_26	DPYL3	DPYSL3	2	Inverse variance weighted	-0.0114999730979578	0.0272032061212071	0.672482560863503	-0.0648182570955239	0.0418183108996082
ieu-b-4957	12708_91_L3MBTL2_LMBL2	12708_91	LMBL2	L3MBTL2	2	Inverse variance weighted	-0.0150508402019996	0.028872512881825	0.602167468952703	-0.0716409654503767	0.0415392850463774
ieu-b-4957	12709_63_H1FX_H1X	12709_63	H1X	H1FX	2	Inverse variance weighted	0.0200010536636875	0.0216667688141357	0.355944046950572	-0.0224658132120185	0.0624679205393935
ieu-b-4957	12711_19_GJA8_CXA8	12711_19	CXA8	GJA8	2	Inverse variance weighted	-0.00471205288634705	0.0189813870934002	0.803944098900609	-0.0419155715894114	0.0324914658167173
ieu-b-4957	12712_9_HMG20A_HM20A	12712_9	HM20A	HMG20A	2	Inverse variance weighted	-0.00976139879859187	0.0194638568825568	0.616009352331967	-0.0479105582884032	0.0283877606912195
ieu-b-4957	12713_365_RGS19_RGS19	12713_365	RGS19	RGS19	2	Inverse variance weighted	-0.0089880412994293	0.0196566610838459	0.647490156393601	-0.0475150970237674	0.0295390144249088
ieu-b-4957	12714_38_AP1G2_AP1G2	12714_38	AP1G2	AP1G2	2	Inverse variance weighted	-0.0056993875145508	0.0286542714665827	0.842339524811249	-0.0618617595890529	0.0504629845599513
ieu-b-4957	12715_30_DCP1B_DCP1B	12715_30	DCP1B	DCP1B	2	Inverse variance weighted	0.00511652210010488	0.0192463443865277	0.79035947812207	-0.0326063128974895	0.0428393570976992
ieu-b-4957	12716_3_ZNF175_ZN175	12716_3	ZN175	ZNF175	2	Inverse variance weighted	-0.0131309853307139	0.0199811707110873	0.511072920334847	-0.0522940799244449	0.0260321092630172
ieu-b-4957	12717_65_TOX3_TOX3	12717_65	TOX3	TOX3	2	Inverse variance weighted	-0.00917100252686894	0.020381934474167	0.652741147723618	-0.0491195940962363	0.0307775890424984
ieu-b-4957	12718_43_PIN4_PIN4	12718_43	PIN4	PIN4	2	Inverse variance weighted	-0.00885283827299211	0.0313780469798604	0.777840168101893	-0.0703538103535185	0.0526481338075343
ieu-b-4957	12720_71_UBQLN4_UBQL4	12720_71	UBQL4	UBQLN4	2	Inverse variance weighted	-0.0130723054534367	0.0374583177482295	0.727102285671739	-0.0864906082399665	0.0603459973330931
ieu-b-4957	12721_4_TAX1BP1_TAXB1	12721_4	TAXB1	TAX1BP1	2	Inverse variance weighted	-0.0108315728802001	0.019625176319409	0.581001574244381	-0.0492969184662416	0.0276337727058415
ieu-b-4957	12724_81_CIRBP_CIRBP	12724_81	CIRBP	CIRBP	2	Inverse variance weighted	-0.00610028415403224	0.0362721167249923	0.866440816461955	-0.0771936329350172	0.0649930646269527
ieu-b-4957	12726_3_RFXAP_RFXAP	12726_3	RFXAP	RFXAP	2	Inverse variance weighted	-0.00790586200974762	0.0197345217188802	0.688706712496515	-0.0465855245787528	0.0307738005592575
ieu-b-4957	12727_7_PTGFRN_FPRP	12727_7	FPRP	PTGFRN	2	Inverse variance weighted	-0.020538295473069	0.0203508944275016	0.312874654909475	-0.0604260485509722	0.0193494576048341
ieu-b-4957	12729_12_PSMG3_PSMG3	12729_12	PSMG3	PSMG3	2	Inverse variance weighted	-0.0160044553976105	0.0316781599842464	0.613403982899584	-0.0780936489667335	0.0460847381715125
ieu-b-4957	12730_3_NDC80_KNTC2	12730_3	KNTC2	NDC80	2	Inverse variance weighted	0.00086499332336573	0.0200036253607897	0.965508762486119	-0.038342112383782	0.0400720990305135
ieu-b-4957	12731_12_PLEKHA7_PKHA7	12731_12	PKHA7	PLEKHA7	2	Inverse variance weighted	-0.00521662054973007	0.0347361640420323	0.880623889363397	-0.0732995020721134	0.0628662609726533
ieu-b-4957	12732_13_MPP7_MPP7	12732_13	MPP7	MPP7	2	Inverse variance weighted	-2.63899956948555e-06	0.0262375448968799	0.999919747940702	-0.0514282269974541	0.0514229489983151
ieu-b-4957	12734_112_KIF22_KIF22	12734_112	KIF22	KIF22	2	Inverse variance weighted	0.00273250947054523	0.019661498661836	0.889467786597087	-0.0358040279066534	0.0412690468477438
ieu-b-4957	12735_39_CSDE1_CSDE1	12735_39	CSDE1	CSDE1	2	Inverse variance weighted	-0.0100799879148904	0.0274413552618754	0.713374105192479	-0.0638650442281663	0.0437050683983854
ieu-b-4957	12737_12_PLS1_PLSI	12737_12	PLSI	PLS1	2	Inverse variance weighted	-0.00411461462591517	0.0199512396818913	0.836608496109512	-0.0432190444024221	0.0349898151505917
ieu-b-4957	12738_43_NISCH_NISCH	12738_43	NISCH	NISCH	2	Inverse variance weighted	-0.00636825911927782	0.0197482039168565	0.74709452109671	-0.0450747387963165	0.0323382205577609
ieu-b-4957	12740_55_FEV_FEV	12740_55	FEV	FEV	2	Inverse variance weighted	-0.00710630359056989	0.0355419596565468	0.841526534422873	-0.0767685445174016	0.0625559373362618
ieu-b-4957	12742_160_TMEM8B_TMM8B	12742_160	TMM8B	TMEM8B	2	Inverse variance weighted	-0.0122068530590018	0.019254880606929	0.526105945786298	-0.0499464190485827	0.0255327129305791
ieu-b-4957	12743_18_BAG5_BAG5	12743_18	BAG5	BAG5	2	Inverse variance weighted	-0.00598532566983479	0.0196749533994985	0.760967593285866	-0.0445482343328519	0.0325775829931823
